Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,3818055.0
Balıkesir,Other,IL,4758476.0
Amasya,Other,IL,2954086.0
İstanbul,Big Cities,FC,6694797.0
Eskişehir,Other,IL,4155435.0
Uşak,Other,FC,1763231.0
Ankara,Big Cities,IL,3871344.0
İstanbul,Big Cities,IL,8904084.0
Sakarya,Other,IL,3008199.0
Ankara,Big Cities,FC,6923131.0
Ankara,Big Cities,IL,1734634.0
İzmir,Big Cities,FC,3445076.0
Ankara,Big Cities,FC,4219263.0
İzmir,Big Cities,IL,2525375.0
Ankara,Big Cities,FC,4219263.0
Ankara,Big Cities,IL,3871344.0
Ankara,Big Cities,IL,3871344.0
Ankara,Big Cities,IL,4264176.0
İstanbul,Big Cities,IL,5653753.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,2364478.0
İstanbul,Big Cities,FC,9652350.0
İstanbul,Big Cities,FC,6694797.0
İstanbul,Big Cities,IL,4882985.0
Antalya,Other,FC,4888774.0
Ankara,Big Cities,IL,4264176.0
Uşak,Other,FC,1763231.0
Antalya,Other,FC,3752885.0
Ankara,Big Cities,IL,1734634.0
Ankara,Big Cities,FC,2383840.0
İstanbul,Big Cities,FC,5461700.0
İstanbul,Big Cities,FC,6941173.0
İstanbul,Big Cities,IL,4286645.0
İstanbul,Big Cities,IL,4554237.0
Ankara,Big Cities,FC,5017319.0
Ankara,Big Cities,FC,3028267.0
İstanbul,Big Cities,FC,1149870.0
Amasya,Other,IL,2954086.0
İstanbul,Big Cities,FC,5461700.0
Adana,Other,IL,6313221.0
Şanlıurfa,Other,FC,3261924.0
İstanbul,Big Cities,IL,2364478.0
Afyonkarahisar,Other,IL,4952497.0
Ankara,Big Cities,FC,2732645.0
Bursa,Other,FC,5435276.0
Aydın,Other,FC,4067566.0
İzmir,Big Cities,FC,1756069.0
Kırklareli,Other,FC,1619683.0
İzmir,Big Cities,FC,1756069.0
Karabük,Other,FC,3807496.0
Bursa,Other,IL,2083447.0
Trabzon,Other,FC,5787594.0
Diyarbakır,Other,IL,2055379.0
Muğla,Other,IL,4651866.0
Ankara,Big Cities,FC,1904842.0
Samsun,Other,FC,2371202.0
Bursa,Other,FC,7592272.0
İstanbul,Big Cities,FC,19696939.0
İstanbul,Big Cities,IL,13575224.0
Isparta,Other,IL,4015749.0
İstanbul,Big Cities,IL,4882985.0
Eskişehir,Other,FC,3939804.0
Adana,Other,IL,4467728.0
İstanbul,Big Cities,IL,5966193.0
Antalya,Other,FC,4888774.0
Muğla,Other,IL,4651866.0
Samsun,Other,FC,1270499.0
İzmir,Big Cities,FC,9262754.0
Ankara,Big Cities,IL,2018785.0
Ankara,Big Cities,FC,2732645.0
İstanbul,Big Cities,IL,4882985.0
Diyarbakır,Other,FC,2738052.0
Kocaeli,Other,FC,3745135.0
İstanbul,Big Cities,FC,8630682.0
Kayseri,Other,FC,2544857.0
İzmir,Big Cities,IL,4250553.0
Amasya,Other,IL,2954086.0
İstanbul,Big Cities,FC,4590423.0
İstanbul,Big Cities,FC,4350573.0
İstanbul,Big Cities,IL,5161370.0
İstanbul,Big Cities,FC,5906596.0
Antalya,Other,FC,3752885.0
Tekirdağ,Other,IL,3410878.0
İstanbul,Big Cities,FC,6363241.0
Ankara,Big Cities,IL,3871344.0
Bursa,Other,FC,7592272.0
Samsun,Other,FC,1270499.0
Ankara,Big Cities,IL,2267425.0
Kırklareli,Other,FC,1619683.0
İstanbul,Big Cities,FC,7495092.0
İstanbul,Big Cities,FC,6782425.0
Ankara,Big Cities,FC,3028267.0
Ankara,Big Cities,FC,3347767.0
İstanbul,Big Cities,IL,2058644.0
İstanbul,Big Cities,IL,4554237.0
İstanbul,Big Cities,IL,5166635.0
İstanbul,Big Cities,IL,13575224.0
Kırklareli,Other,FC,1619683.0
Kırklareli,Other,FC,1619683.0
Ankara,Big Cities,IL,2267425.0
İzmir,Big Cities,FC,9262754.0
İstanbul,Big Cities,IL,5966193.0
İstanbul,Big Cities,IL,5500818.0
Ankara,Big Cities,IL,1734634.0
Ankara,Big Cities,IL,2740687.0
Gaziantep,Other,IL,4316715.0
Afyonkarahisar,Other,IL,4952497.0
Antalya,Other,FC,4888774.0
Ankara,Big Cities,IL,3164972.0
Ankara,Big Cities,FC,3347767.0
Ankara,Big Cities,FC,3347767.0
Antalya,Other,FC,3752885.0
İstanbul,Big Cities,IL,4491607.0
Ankara,Big Cities,IL,3164972.0
Samsun,Other,FC,2371202.0
Sakarya,Other,IL,3008199.0
Denizli,Other,FC,2344689.0
Diyarbakır,Other,IL,2055379.0
İstanbul,Big Cities,FC,3426169.0
İstanbul,Big Cities,FC,6941173.0
Afyonkarahisar,Other,IL,4952497.0
İstanbul,Big Cities,IL,5161370.0
Trabzon,Other,FC,5787594.0
Antalya,Other,FC,3258837.0
İstanbul,Big Cities,FC,7217634.0
İstanbul,Big Cities,FC,7217634.0
Ankara,Big Cities,IL,2740687.0
İzmir,Big Cities,IL,2525375.0
Bursa,Other,FC,5435276.0
Ankara,Big Cities,FC,3199619.0
Amasya,Other,IL,2954086.0
İstanbul,Big Cities,IL,5653753.0
Sakarya,Other,IL,3008199.0
Kastamonu,Other,IL,3273041.0
İstanbul,Big Cities,IL,5966193.0
Samsun,Other,IL,3248660.0
Bursa,Other,FC,3351383.0
Sakarya,Other,FC,5286212.0
İstanbul,Big Cities,FC,4590423.0
İstanbul,Big Cities,FC,3426169.0
İstanbul,Big Cities,FC,4066618.0
Antalya,Other,FC,4888774.0
Şanlıurfa,Other,FC,3261924.0
Samsun,Other,IL,3248660.0
Ankara,Big Cities,FC,1904842.0
Kayseri,Other,FC,3956086.0
Afyonkarahisar,Other,IL,4952497.0
İstanbul,Big Cities,FC,6941173.0
Ankara,Big Cities,IL,3164972.0
Ankara,Big Cities,DT,3810007.0
İstanbul,Big Cities,IL,2364478.0
Tekirdağ,Other,FC,2097022.0
İstanbul,Big Cities,IL,13575224.0
Kayseri,Other,FC,7201784.0
Şanlıurfa,Other,FC,3261924.0
İstanbul,Big Cities,FC,3004429.0
İstanbul,Big Cities,IL,5966193.0
İstanbul,Big Cities,FC,1149870.0
İzmir,Big Cities,IL,2525375.0
Muğla,Other,IL,4651866.0
İstanbul,Big Cities,IL,3818055.0
Şanlıurfa,Other,FC,3261924.0
Uşak,Other,FC,1763231.0
Ankara,Big Cities,IL,2740687.0
Ankara,Big Cities,FC,5017319.0
Antalya,Other,FC,3258837.0
Ankara,Big Cities,FC,2383840.0
Kocaeli,Other,FC,3745135.0
İstanbul,Big Cities,FC,6941173.0
Tekirdağ,Other,IL,3410878.0
İstanbul,Big Cities,IL,4554237.0
Bursa,Other,FC,7592272.0
Amasya,Other,IL,2954086.0
Antalya,Other,FC,4888774.0
Tekirdağ,Other,FC,2097022.0
Antalya,Other,FC,3752885.0
İstanbul,Big Cities,FC,6941173.0
Samsun,Other,FC,5595267.0
İstanbul,Big Cities,FC,5461700.0
İstanbul,Big Cities,IL,2058644.0
İzmir,Big Cities,IL,7865428.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,2364478.0
İstanbul,Big Cities,IL,5166635.0
Tekirdağ,Other,FC,2097022.0
Kırklareli,Other,FC,1619683.0
İzmir,Big Cities,FC,9262754.0
İstanbul,Big Cities,FC,3004429.0
Samsun,Other,FC,5595267.0
İstanbul,Big Cities,FC,3727364.0
İzmir,Big Cities,IL,4250758.0
İstanbul,Big Cities,FC,19696939.0
İstanbul,Big Cities,IL,5161370.0
Bursa,Other,FC,3351383.0
Uşak,Other,FC,1763231.0
Sakarya,Other,FC,2999068.0
İstanbul,Big Cities,FC,19696939.0
Bursa,Other,FC,1999097.0
İstanbul,Big Cities,FC,3600467.0
İstanbul,Big Cities,IL,4952255.0
Kayseri,Other,FC,2544857.0
Bursa,Other,FC,3351383.0
İstanbul,Big Cities,IL,4286645.0
İstanbul,Big Cities,IL,2058644.0
İstanbul,Big Cities,IL,3784230.0
Muğla,Other,IL,4651866.0
İstanbul,Big Cities,IL,3836721.0
Karabük,Other,FC,3807496.0
Gaziantep,Other,IL,4316715.0
İstanbul,Big Cities,IL,8904084.0
Gaziantep,Other,IL,4316715.0
Aydın,Other,FC,4067566.0
Samsun,Other,IL,3248660.0
Konya,Other,IL,3452382.0
İstanbul,Big Cities,IL,5966193.0
Şanlıurfa,Other,FC,3261924.0
Karabük,Other,FC,3807496.0
İstanbul,Big Cities,IL,3218918.0
Ankara,Big Cities,FC,6923131.0
Bursa,Other,FC,3351383.0
Trabzon,Other,IL,4780607.0
Samsun,Other,FC,3753720.0
İstanbul,Big Cities,FC,5461700.0
Diyarbakır,Other,FC,6412623.0
Edirne,Other,IL,5444227.0
Ankara,Big Cities,FC,3347767.0
İstanbul,Big Cities,FC,3727364.0
İzmir,Big Cities,FC,8894598.0
Eskişehir,Other,IL,4155435.0
İstanbul,Big Cities,FC,3426169.0
Kırklareli,Other,FC,1619683.0
İstanbul,Big Cities,IL,5166635.0
Samsun,Other,FC,1270499.0
İstanbul,Big Cities,FC,5461700.0
Ankara,Big Cities,FC,2383840.0
İstanbul,Big Cities,IL,6836483.0
İzmir,Big Cities,FC,3445076.0
Antalya,Other,FC,4888774.0
Ankara,Big Cities,IL,3164972.0
Samsun,Other,FC,3753720.0
Ankara,Big Cities,FC,2732645.0
Kırklareli,Other,FC,1619683.0
Eskişehir,Other,IL,4155435.0
İstanbul,Big Cities,IL,4554237.0
İstanbul,Big Cities,IL,3836721.0
İstanbul,Big Cities,FC,8630682.0
Kocaeli,Other,FC,3745135.0
Trabzon,Other,IL,4780607.0
İzmir,Big Cities,IL,2525375.0
İstanbul,Big Cities,FC,8630682.0
İstanbul,Big Cities,FC,3004429.0
İstanbul,Big Cities,IL,3780019.0
İstanbul,Big Cities,FC,4052733.0
Konya,Other,FC,1882131.0
İstanbul,Big Cities,FC,8630682.0
Ankara,Big Cities,IL,2156098.0
İstanbul,Big Cities,IL,3818055.0
Kırklareli,Other,FC,1619683.0
Konya,Other,IL,3452382.0
İstanbul,Big Cities,FC,4066618.0
Ankara,Big Cities,FC,6923131.0
Muğla,Other,IL,4651866.0
Balıkesir,Other,IL,4758476.0
Ankara,Big Cities,IL,3164972.0
Ankara,Big Cities,IL,2156098.0
İstanbul,Big Cities,IL,5166635.0
Kocaeli,Other,FC,3745135.0
İstanbul,Big Cities,IL,4554237.0
İstanbul,Big Cities,FC,19696939.0
Ankara,Big Cities,IL,2018785.0
Konya,Other,FC,1882131.0
Isparta,Other,IL,4015749.0
Sakarya,Other,IL,2021934.0
İstanbul,Big Cities,IL,4136425.0
Bursa,Other,FC,5435276.0
Bursa,Other,IL,2083447.0
Kayseri,Other,FC,7201784.0
İstanbul,Big Cities,IL,13575224.0
İstanbul,Big Cities,FC,6694797.0
İstanbul,Big Cities,IL,2364478.0
İstanbul,Big Cities,FC,6363241.0
İstanbul,Big Cities,IL,6836483.0
Bursa,Other,FC,3351383.0
Kayseri,Other,FC,3956086.0
İzmir,Big Cities,IL,2525375.0
Elazığ,Other,IL,5525735.0
İstanbul,Big Cities,FC,3426169.0
İzmir,Big Cities,IL,2525375.0
Antalya,Other,FC,3258837.0
Antalya,Other,FC,4888774.0
Adana,Other,IL,6313221.0
Antalya,Other,FC,3752885.0
İstanbul,Big Cities,IL,4952255.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,FC,1149870.0
Eskişehir,Other,IL,4155435.0
Kütahya,Other,FC,2993069.0
İstanbul,Big Cities,FC,4807746.0
Ankara,Big Cities,IL,2018785.0
İzmir,Big Cities,IL,5337526.0
Ankara,Big Cities,FC,3447890.0
İstanbul,Big Cities,FC,3004429.0
Ankara,Big Cities,IL,2740687.0
İstanbul,Big Cities,IL,2364478.0
İstanbul,Big Cities,FC,7495092.0
Ankara,Big Cities,FC,3347767.0
İstanbul,Big Cities,FC,4052733.0
Kastamonu,Other,IL,3273041.0
İstanbul,Big Cities,IL,4952255.0
Kayseri,Other,FC,2544857.0
Ankara,Big Cities,FC,2732645.0
Bolu,Other,FC,4263629.0
Muğla,Other,FC,3570392.0
Ankara,Big Cities,FC,3447890.0
Antalya,Other,FC,2025297.0
İstanbul,Big Cities,IL,3836721.0
İstanbul,Big Cities,FC,1149870.0
Ankara,Big Cities,IL,2740687.0
Sakarya,Other,FC,2999068.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,FC,3004429.0
Bursa,Other,IL,2083447.0
İzmir,Big Cities,IL,5337526.0
Bursa,Other,IL,2083447.0
Ankara,Big Cities,FC,4219263.0
Trabzon,Other,IL,4780607.0
Bolu,Other,FC,4263629.0
İstanbul,Big Cities,IL,5161370.0
İstanbul,Big Cities,FC,6694797.0
İstanbul,Big Cities,IL,4554237.0
İstanbul,Big Cities,IL,2364478.0
İzmir,Big Cities,IL,2525375.0
İstanbul,Big Cities,IL,4491607.0
Ankara,Big Cities,IL,2267425.0
Antalya,Other,FC,2025297.0
İzmir,Big Cities,IL,2525375.0
İstanbul,Big Cities,IL,8904084.0
Aydın,Other,FC,4067566.0
Adana,Other,IL,4467728.0
Eskişehir,Other,FC,3778621.0
İstanbul,Big Cities,IL,4491607.0
İstanbul,Big Cities,FC,7495092.0
Ankara,Big Cities,IL,3164972.0
İstanbul,Big Cities,FC,4350573.0
İzmir,Big Cities,IL,4250553.0
İstanbul,Big Cities,FC,6782425.0
İstanbul,Big Cities,FC,3982767.0
Kayseri,Other,FC,2544857.0
Karabük,Other,FC,3807496.0
İstanbul,Big Cities,FC,8630682.0
Osmaniye,Other,FC,3376145.0
İzmir,Big Cities,FC,1756069.0
İstanbul,Big Cities,FC,6941173.0
İstanbul,Big Cities,FC,4807746.0
Ankara,Big Cities,IL,2740687.0
İstanbul,Big Cities,FC,7217634.0
İstanbul,Big Cities,IL,2058644.0
İzmir,Big Cities,IL,2525375.0
İzmir,Big Cities,FC,8894598.0
Sakarya,Other,FC,5286212.0
İstanbul,Big Cities,IL,5653753.0
Ankara,Big Cities,FC,4219263.0
Diyarbakır,Other,IL,2055379.0
İstanbul,Big Cities,IL,3780019.0
Antalya,Other,FC,4888774.0
Ankara,Big Cities,FC,6923131.0
İzmir,Big Cities,IL,5337526.0
İstanbul,Big Cities,FC,9652350.0
Şanlıurfa,Other,FC,3261924.0
İstanbul,Big Cities,FC,3982767.0
İstanbul,Big Cities,IL,5166635.0
İstanbul,Big Cities,FC,5461700.0
İstanbul,Big Cities,FC,8630682.0
İstanbul,Big Cities,IL,4952255.0
İstanbul,Big Cities,FC,3600467.0
Adana,Other,IL,4467728.0
Ankara,Big Cities,FC,5017319.0
Diyarbakır,Other,IL,2055379.0
Muğla,Other,FC,3570392.0
Ankara,Big Cities,FC,3447890.0
Ankara,Big Cities,IL,3164972.0
İstanbul,Big Cities,FC,6363241.0
İstanbul,Big Cities,FC,4052733.0
Ankara,Big Cities,IL,1734634.0
Ankara,Big Cities,FC,3199619.0
Gaziantep,Other,IL,4316715.0
Aydın,Other,FC,4067566.0
İstanbul,Big Cities,FC,8213524.0
Eskişehir,Other,FC,3939804.0
Uşak,Other,FC,1763231.0
Ankara,Big Cities,FC,3347767.0
Balıkesir,Other,IL,4758476.0
Denizli,Other,FC,2344689.0
Denizli,Other,FC,2344689.0
Elazığ,Other,IL,5525735.0
İzmir,Big Cities,IL,2525375.0
Ankara,Big Cities,IL,2018785.0
İstanbul,Big Cities,FC,7217634.0
Konya,Other,FC,1882131.0
Denizli,Other,FC,2344689.0
İstanbul,Big Cities,FC,3004429.0
İstanbul,Big Cities,FC,6941173.0
Samsun,Other,FC,3753720.0
Afyonkarahisar,Other,IL,4952497.0
İstanbul,Big Cities,FC,3426169.0
İstanbul,Big Cities,FC,4052733.0
İstanbul,Big Cities,IL,5500818.0
Uşak,Other,FC,1763231.0
İstanbul,Big Cities,FC,6694797.0
Osmaniye,Other,FC,3376145.0
İstanbul,Big Cities,FC,5461700.0
Antalya,Other,FC,4888774.0
Kocaeli,Other,FC,3745135.0
Ankara,Big Cities,FC,4219263.0
Kayseri,Other,FC,7201784.0
İstanbul,Big Cities,FC,4590423.0
İstanbul,Big Cities,IL,4136425.0
Elazığ,Other,IL,5525735.0
İstanbul,Big Cities,IL,3836721.0
İstanbul,Big Cities,IL,6836483.0
Trabzon,Other,FC,5787594.0
Antalya,Other,FC,2025297.0
İzmir,Big Cities,FC,1756069.0
Adana,Other,IL,3903884.0
İstanbul,Big Cities,IL,4882985.0
Gaziantep,Other,IL,4316715.0
İstanbul,Big Cities,FC,5461700.0
Ankara,Big Cities,IL,2740687.0
Trabzon,Other,FC,5787594.0
Eskişehir,Other,FC,3939804.0
Tekirdağ,Other,FC,2097022.0
Balıkesir,Other,IL,4758476.0
İstanbul,Big Cities,FC,5461700.0
Kocaeli,Other,FC,3745135.0
Ankara,Big Cities,IL,3164972.0
İstanbul,Big Cities,IL,3836721.0
Muğla,Other,IL,4651866.0
Bursa,Other,FC,3351383.0
Ankara,Big Cities,IL,2018785.0
Trabzon,Other,FC,5787594.0
İstanbul,Big Cities,FC,3600467.0
İstanbul,Big Cities,FC,19696939.0
İstanbul,Big Cities,FC,3600467.0
Adana,Other,IL,4467728.0
Şanlıurfa,Other,FC,3261924.0
İstanbul,Big Cities,IL,4491607.0
İzmir,Big Cities,IL,5337526.0
Tekirdağ,Other,IL,3410878.0
Sakarya,Other,IL,3008199.0
Tekirdağ,Other,FC,4429512.0
Sakarya,Other,FC,2999068.0
Samsun,Other,FC,1270499.0
Eskişehir,Other,IL,4155435.0
İstanbul,Big Cities,IL,5161370.0
İstanbul,Big Cities,FC,6363241.0
Amasya,Other,IL,2954086.0
Eskişehir,Other,IL,4155435.0
İstanbul,Big Cities,IL,3218918.0
İstanbul,Big Cities,IL,4286645.0
Ankara,Big Cities,FC,1904842.0
İstanbul,Big Cities,FC,6694797.0
İzmir,Big Cities,FC,3445076.0
Afyonkarahisar,Other,IL,4952497.0
İzmir,Big Cities,IL,4250553.0
İstanbul,Big Cities,IL,4136425.0
Trabzon,Other,FC,5787594.0
Aydın,Other,FC,2792031.0
Edirne,Other,IL,5444227.0
İstanbul,Big Cities,IL,4286645.0
İzmir,Big Cities,IL,5337526.0
Bursa,Other,FC,3351383.0
İstanbul,Big Cities,FC,4100886.0
İstanbul,Big Cities,IL,2364478.0
Samsun,Other,IL,3248660.0
Antalya,Other,FC,3258837.0
İstanbul,Big Cities,IL,2551252.0
Ankara,Big Cities,IL,2018785.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,5161370.0
Konya,Other,FC,1882131.0
İstanbul,Big Cities,FC,3426169.0
İzmir,Big Cities,IL,2525375.0
İstanbul,Big Cities,IL,4882985.0
İstanbul,Big Cities,FC,8213524.0
İstanbul,Big Cities,FC,16549064.0
İstanbul,Big Cities,FC,5461700.0
Eskişehir,Other,IL,4155435.0
Kastamonu,Other,IL,3273041.0
Ankara,Big Cities,IL,3871344.0
Tokat,Other,IL,2675511.0
İstanbul,Big Cities,IL,2390534.0
İstanbul,Big Cities,IL,1847826.0
Adana,Other,IL,3903884.0
Konya,Other,FC,1882131.0
İstanbul,Big Cities,FC,8213524.0
İstanbul,Big Cities,IL,2058644.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,5653753.0
Konya,Other,IL,3452382.0
Ankara,Big Cities,IL,3871344.0
Antalya,Other,FC,3258837.0
Muğla,Other,IL,4651866.0
İstanbul,Big Cities,IL,5500818.0
Diyarbakır,Other,FC,6412623.0
Diyarbakır,Other,FC,2738052.0
İstanbul,Big Cities,FC,3727364.0
İstanbul,Big Cities,FC,4350573.0
İstanbul,Big Cities,FC,16549064.0
İstanbul,Big Cities,IL,2058644.0
İstanbul,Big Cities,IL,5161370.0
Ankara,Big Cities,FC,3199619.0
Konya,Other,FC,1882131.0
İstanbul,Big Cities,FC,7495092.0
Eskişehir,Other,FC,3939804.0
Amasya,Other,IL,2954086.0
İstanbul,Big Cities,FC,16549064.0
Ankara,Big Cities,FC,3347767.0
Diyarbakır,Other,IL,2055379.0
Ankara,Big Cities,FC,3028267.0
Denizli,Other,FC,2344689.0
Adana,Other,IL,3903884.0
Sakarya,Other,FC,2999068.0
Antalya,Other,FC,2025297.0
İstanbul,Big Cities,FC,4052733.0
Ankara,Big Cities,FC,4219263.0
Antalya,Other,FC,3752885.0
Aydın,Other,FC,2792031.0
İstanbul,Big Cities,FC,3727364.0
İstanbul,Big Cities,IL,1847826.0
Antalya,Other,FC,4888774.0
İstanbul,Big Cities,IL,3218918.0
Ankara,Big Cities,IL,3871344.0
Elazığ,Other,IL,5525735.0
İstanbul,Big Cities,FC,4350573.0
İstanbul,Big Cities,IL,6836483.0
İstanbul,Big Cities,FC,3004429.0
Bursa,Other,FC,1999097.0
Ankara,Big Cities,FC,1904842.0
Gaziantep,Other,IL,4316715.0
Eskişehir,Other,FC,3778621.0
Bursa,Other,IL,2083447.0
Konya,Other,FC,1882131.0
İstanbul,Big Cities,FC,3727364.0
Ankara,Big Cities,IL,2267425.0
İstanbul,Big Cities,IL,4705945.0
İstanbul,Big Cities,FC,16549064.0
İstanbul,Big Cities,FC,4052733.0
Antalya,Other,FC,4888774.0
İstanbul,Big Cities,IL,5966193.0
Şanlıurfa,Other,FC,3261924.0
İstanbul,Big Cities,FC,4807746.0
İstanbul,Big Cities,FC,8213524.0
Bursa,Other,FC,1999097.0
Ankara,Big Cities,IL,2156098.0
Ankara,Big Cities,IL,2267425.0
Ankara,Big Cities,FC,6923131.0
İstanbul,Big Cities,FC,8630682.0
Ankara,Big Cities,FC,4219263.0
Ankara,Big Cities,IL,2018785.0
Ankara,Big Cities,IL,1734634.0
İstanbul,Big Cities,IL,4554237.0
Kocaeli,Other,FC,3745135.0
İstanbul,Big Cities,IL,3218918.0
İzmir,Big Cities,IL,4250758.0
Tekirdağ,Other,FC,4429512.0
İstanbul,Big Cities,IL,3780019.0
İstanbul,Big Cities,IL,4705945.0
İzmir,Big Cities,IL,7865428.0
Sakarya,Other,FC,2999068.0
İstanbul,Big Cities,FC,1149870.0
Sakarya,Other,IL,3008199.0
Sakarya,Other,IL,3008199.0
Elazığ,Other,IL,5525735.0
İzmir,Big Cities,FC,9262754.0
Diyarbakır,Other,FC,6412623.0
Isparta,Other,IL,4015749.0
İstanbul,Big Cities,FC,6363241.0
İstanbul,Big Cities,IL,4136425.0
Trabzon,Other,FC,5787594.0
Kütahya,Other,FC,2993069.0
İstanbul,Big Cities,IL,4882985.0
İstanbul,Big Cities,FC,4052733.0
İstanbul,Big Cities,IL,4882985.0
Kırklareli,Other,FC,1619683.0
İstanbul,Big Cities,FC,9652350.0
İstanbul,Big Cities,IL,4705945.0
İstanbul,Big Cities,IL,5500818.0
İstanbul,Big Cities,IL,3818055.0
Kayseri,Other,FC,2544857.0
Sakarya,Other,FC,5286212.0
İstanbul,Big Cities,IL,6836483.0
İstanbul,Big Cities,IL,2551252.0
İstanbul,Big Cities,FC,3727364.0
Sakarya,Other,FC,2999068.0
İstanbul,Big Cities,FC,4807746.0
İstanbul,Big Cities,IL,4286645.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,4136425.0
İstanbul,Big Cities,IL,5500818.0
İstanbul,Big Cities,FC,3727364.0
Sakarya,Other,FC,5286212.0
İstanbul,Big Cities,IL,13575224.0
İstanbul,Big Cities,FC,19696939.0
Adana,Other,IL,6313221.0
İstanbul,Big Cities,IL,4705945.0
Ankara,Big Cities,IL,2156098.0
İstanbul,Big Cities,IL,5653753.0
Ankara,Big Cities,FC,3199619.0
İstanbul,Big Cities,FC,3982767.0
Antalya,Other,FC,3258837.0
Edirne,Other,IL,5444227.0
İstanbul,Big Cities,FC,5906596.0
Trabzon,Other,IL,4780607.0
Tekirdağ,Other,FC,2097022.0
Ankara,Big Cities,IL,1734634.0
Diyarbakır,Other,IL,2055379.0
Ankara,Big Cities,FC,3447890.0
İzmir,Big Cities,IL,2525375.0
İstanbul,Big Cities,FC,3982767.0
İzmir,Big Cities,IL,4250758.0
Adana,Other,IL,6313221.0
Ankara,Big Cities,IL,4264176.0
İstanbul,Big Cities,IL,8904084.0
Ankara,Big Cities,DT,3810007.0
Tekirdağ,Other,FC,4429512.0
İstanbul,Big Cities,FC,3004429.0
Bolu,Other,FC,4263629.0
Trabzon,Other,IL,4780607.0
Antalya,Other,FC,3258837.0
İzmir,Big Cities,IL,4250553.0
Tekirdağ,Other,IL,3410878.0
Sakarya,Other,IL,3008199.0
İstanbul,Big Cities,IL,4554237.0
Osmaniye,Other,FC,3376145.0
İzmir,Big Cities,FC,8894598.0
İstanbul,Big Cities,FC,7495092.0
Ankara,Big Cities,FC,3347767.0
Balıkesir,Other,IL,4758476.0
